Country,Category,Field,Year,Status,Score Percent
Belgium,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Bosnia and Herzegovina,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Bulgaria,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Croatia,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Cyprus,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Czech Republic,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Denmark,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Estonia,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Finland,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
France,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Georgia,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Not applied,0
Germany,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Greece,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Hungary,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Not applied,0
Iceland,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Ireland,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Italy,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Kosovo,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Latvia,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Liechtenstein,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Lithuania,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Luxembourg,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Malta,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Moldova,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Monaco,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Montenegro,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Netherlands,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
North Macedonia,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Norway,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Poland,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Not applied,0
Portugal,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Romania,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Not applied,0
Russia,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Not applied,0
San Marino,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Not applied,0
Serbia,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Slovakia,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Slovenia,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Spain,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Sweden,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Switzerland,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Turkey,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Not applied,0
Ukraine,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
United Kingdom,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Albania,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2023,Nationally or federally applied,0.015
Andorra,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2023,Nationally or federally applied,0.015
Armenia,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2023,Not applied,0
Austria,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2023,Nationally or federally applied,0.015
Azerbaijan,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2023,Not applied,0
Belarus,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2023,Not applied,0
Belgium,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2023,Nationally or federally applied,0.015
Bosnia and Herzegovina,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2023,P,0.015
Bulgaria,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2023,Nationally or federally applied,0.015
Croatia,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2023,Nationally or federally applied,0.015
Cyprus,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2023,Nationally or federally applied,0.015
Czech Republic,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2023,Nationally or federally applied,0.015
Denmark,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2023,Nationally or federally applied,0.015
Estonia,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2023,Nationally or federally applied,0.015
Finland,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2023,Nationally or federally applied,0.015
France,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2023,Nationally or federally applied,0.015
Georgia,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2023,Not applied,0
Germany,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2023,Nationally or federally applied,0.015
Greece,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2023,Nationally or federally applied,0.015
Hungary,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2023,Not applied,0
Iceland,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2023,Nationally or federally applied,0.015
Ireland,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2023,Nationally or federally applied,0.015
Italy,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2023,Nationally or federally applied,0.015
Kosovo,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2023,Nationally or federally applied,0.015
Latvia,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2023,Nationally or federally applied,0.015
Liechtenstein,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2023,Nationally or federally applied,0.015
Lithuania,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2023,Nationally or federally applied,0.015
Luxembourg,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2023,Nationally or federally applied,0.015
Malta,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2023,Nationally or federally applied,0.015
Moldova,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2023,Nationally or federally applied,0.015
Monaco,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2023,Nationally or federally applied,0.015
